"","tauEta","kEta","phiGamma_1","tauGamma_1","kGamma_1","phiGamma_2","tauGamma_2","kGamma_2","phiGamma_3","tauGamma_3","kGamma_3","nugget","mu_1","mu_2","mu_3"
"1",0.25,0.5,0.25,0.5,2,0.25,0.5,2,0.25,0.5,2,0.1,1,10,20
